{'algo': 'ppo',
 'device': 'cuda',
 'episode_length': 500,
 'game_name': 'olympics-running',
 'load_episode': 900,
 'load_model': False,
 'load_run': 2,
 'map': 2,
 'max_episodes': 1500,
 'render': False,
 'save_interval': 100,
 'seed': 1,
 'shuffle_map': False}
Total agent number: 2
Agent control by the actor: 1
Game board width: 700
Game board height: 700
action dimension: [[Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)], [Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)]]
observation dimension: 625
store in /dssg/home/acct-stu/stu486/OlympicsProject/rl_trainer/models/olympics-running/ppo/run2
Episode:  1 controlled agent:  1 ; Episode Return:  -483.0 ; win rate(coFntrolled & opponent):  0.00 1.00 ; Trained episode: 0
Episode:  1350 controlled agent:  1 ; Episode Return:  -248.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 77
Episode:  1351 controlled agent:  1 ; Episode Return:  -301.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 77
Episode:  1352 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 78
Episode:  1353 controlled agent:  1 ; Episode Return:  -279.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1354 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1355 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1356 controlled agent:  1 ; Episode Return:  -360.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 78
Episode:  1357 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1358 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1359 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1360 controlled agent:  1 ; Episode Return:  -433.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1361 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 78
Episode:  1362 controlled agent:  1 ; Episode Return:  -250.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1363 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1364 controlled agent:  1 ; Episode Return:  -172.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 78
Episode:  1365 controlled agent:  1 ; Episode Return:  -191.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 78
Episode:  1366 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 78
Episode:  1367 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1368 controlled agent:  1 ; Episode Return:  -244.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 78
Episode:  1369 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 78
Episode:  1370 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1371 controlled agent:  1 ; Episode Return:  -156.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 78
Episode:  1372 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 78
Episode:  1373 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1374 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1375 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1376 controlled agent:  1 ; Episode Return:  -382.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 78
Episode:  1377 controlled agent:  1 ; Episode Return:  -427.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 78
Episode:  1378 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 78
Episode:  1379 controlled agent:  1 ; Episode Return:  -314.0 ; win rate(coFntrolled & opponent):  0.03 0.35 ; Trained episode: 78
Episode:  1380 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.34 ; Trained episode: 78
Episode:  1381 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.34 ; Trained episode: 78
Episode:  1382 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.34 ; Trained episode: 78
Episode:  1383 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 78
Episode:  1384 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 78
Episode:  1385 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 78
Episode:  1386 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 78
Episode:  1387 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 78
Episode:  1388 controlled agent:  1 ; Episode Return:  -324.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 78
Episode:  1389 controlled agent:  1 ; Episode Return:  -272.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 79
Episode:  1390 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 79
Episode:  1391 controlled agent:  1 ; Episode Return:  -405.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 79
Episode:  1392 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 79
Episode:  1393 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 79
Episode:  1394 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 79
Episode:  1395 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 79
Episode:  1396 controlled agent:  1 ; Episode Return:  -432.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 79
Episode:  1397 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 79
Episode:  1398 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 79
Episode:  1399 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 79
Episode:  1400 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 79
Episode:  1401 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 79
Episode:  1402 controlled agent:  1 ; Episode Return:  -431.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 79
Episode:  1403 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 79
Episode:  1404 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1405 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1406 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 79
Episode:  1407 controlled agent:  1 ; Episode Return:  -388.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 79
Episode:  1408 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 79
Episode:  1409 controlled agent:  1 ; Episode Return:  -241.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1410 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1411 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1412 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1413 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1414 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 79
Episode:  1415 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.30 ; Trained episode: 79
Episode:  1416 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.29 ; Trained episode: 79
Episode:  1417 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.29 ; Trained episode: 79
Episode:  1418 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.28 ; Trained episode: 79
Episode:  1419 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.28 ; Trained episode: 79
Episode:  1420 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 79
Episode:  1421 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 79
Episode:  1422 controlled agent:  1 ; Episode Return:  -171.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 79
Episode:  1423 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 80
Episode:  1424 controlled agent:  1 ; Episode Return:  -302.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 80
Episode:  1425 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 80
Episode:  1426 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 80
Episode:  1427 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 80
Episode:  1428 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 80
Episode:  1429 controlled agent:  1 ; Episode Return:  -215.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 80
Episode:  1430 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1431 controlled agent:  1 ; Episode Return:  -389.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1432 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1433 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1434 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1435 controlled agent:  1 ; Episode Return:  -168.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1436 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1437 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1438 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.23 ; Trained episode: 80
Episode:  1439 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.23 ; Trained episode: 80
Episode:  1440 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.23 ; Trained episode: 80
Episode:  1441 controlled agent:  1 ; Episode Return:  -161.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1442 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1443 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1444 controlled agent:  1 ; Episode Return:  -181.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1445 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1446 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1447 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 80
Episode:  1448 controlled agent:  1 ; Episode Return:  -296.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1449 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1450 controlled agent:  1 ; Episode Return:  -427.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1451 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.25 ; Trained episode: 80
Episode:  1452 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.25 ; Trained episode: 80
Episode:  1453 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.24 ; Trained episode: 80
Episode:  1454 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.24 ; Trained episode: 80
Episode:  1455 controlled agent:  1 ; Episode Return:  -284.0 ; win rate(coFntrolled & opponent):  0.02 0.25 ; Trained episode: 80
Episode:  1456 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.24 ; Trained episode: 80
Episode:  1457 controlled agent:  1 ; Episode Return:  -143.0 ; win rate(coFntrolled & opponent):  0.02 0.25 ; Trained episode: 80
Episode:  1458 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.25 ; Trained episode: 80
Episode:  1459 controlled agent:  1 ; Episode Return:  -371.0 ; win rate(coFntrolled & opponent):  0.02 0.26 ; Trained episode: 80
Episode:  1460 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.25 ; Trained episode: 80
Episode:  1461 controlled agent:  1 ; Episode Return:  -312.0 ; win rate(coFntrolled & opponent):  0.02 0.26 ; Trained episode: 80
Episode:  1462 controlled agent:  1 ; Episode Return:  -232.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 80
Episode:  1463 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 81
Episode:  1464 controlled agent:  1 ; Episode Return:  -304.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 81
Episode:  1465 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 81
Episode:  1466 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.24 ; Trained episode: 81
Episode:  1467 controlled agent:  1 ; Episode Return:  -452.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 81
Episode:  1468 controlled agent:  1 ; Episode Return:  -282.0 ; win rate(coFntrolled & opponent):  0.03 0.25 ; Trained episode: 81
Episode:  1469 controlled agent:  1 ; Episode Return:  -218.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1470 controlled agent:  1 ; Episode Return:  -203.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1471 controlled agent:  1 ; Episode Return:  -267.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1472 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1473 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1474 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1475 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1476 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1477 controlled agent:  1 ; Episode Return:  -154.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1478 controlled agent:  1 ; Episode Return:  -205.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1479 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1480 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1481 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1482 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1483 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1484 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1485 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.26 ; Trained episode: 81
Episode:  1486 controlled agent:  1 ; Episode Return:  -290.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1487 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 81
Episode:  1488 controlled agent:  1 ; Episode Return:  -374.0 ; win rate(coFntrolled & opponent):  0.02 0.28 ; Trained episode: 81
Episode:  1489 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.27 ; Trained episode: 81
Episode:  1490 controlled agent:  1 ; Episode Return:  -288.0 ; win rate(coFntrolled & opponent):  0.02 0.28 ; Trained episode: 81
Episode:  1491 controlled agent:  1 ; Episode Return:  -215.0 ; win rate(coFntrolled & opponent):  0.02 0.28 ; Trained episode: 81
Episode:  1492 controlled agent:  1 ; Episode Return:  -255.0 ; win rate(coFntrolled & opponent):  0.02 0.29 ; Trained episode: 81
Episode:  1493 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.02 0.29 ; Trained episode: 81
